"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1717.09352913238,1419.84914991615,2298.99188401598,2787.85931725703,-553.00377462112,2652.01093397064,2692.76967607478,1416.10471323672,1830.61772196553,72.8226827692319,1378.44250063131
638.554686840627,-48.2675009128478,555.093375486901,606.425703863073,-908.097994083914,1153.36510812946,1160.71355898809,-1394.88873145017,1708.2858914633,-499.831647278927,-782.702906679698
2108.66205839972,1502.68298178372,814.716141282911,3920.32647557681,2192.88263170131,2244.10572891971,1433.23074170197,3948.2038551437,1592.4494434274,926.623657346043,852.047340236817
NA,NA,-1025.34217026519,NA,NA,-2036.91440868725,NA,-2432.97342944936,-1752.71481967789,-2653.70511873509,NA
-1046.26650000755,173.96713685798,1374.31959231143,NA,NA,436.706592472477,193.71570346556,NA,-815.054105073606,NA,NA
-269.301305588988,1228.09527885902,906.362788407487,2346.66189596013,2382.63330156327,1156.02078121004,3257.82071944942,2769.23649374339,1534.664830349,2909.05060406709,3130.11350144376
627.554394397708,-1351.87221483243,71.7156766154694,1058.6030191379,-1136.88062631404,1171.46680505586,-142.166278948891,465.069042162641,35.9672152479417,-2752.03074800915,-1589.63804604381
NA,-946.823339393085,-2257.22740895411,NA,-1977.23580777469,831.188522847287,200.308782199463,526.848724190646,-1478.91299987967,-145.213462502405,-1916.18621618738
-2595.65409041324,NA,-1536.36702699498,363.112075584219,-1981.96849143634,NA,1617.0903932381,-579.794415091662,483.646393890705,NA,-275.23579832886
NA,NA,777.79681893785,2941.61196368817,-209.857521258659,NA,1187.41646202973,1171.57081720816,1788.38417967579,-907.486813914025,32.3491872240807
-1464.62822713686,-3067.00970156376,-2228.53049308756,-2306.94026805101,-917.625451919955,-218.494014167915,-2917.06731886318,-1333.79272493692,71.4720229403592,-3137.99484321497,-5419.27458347564
301.952289483114,-1092.36967971108,-126.821176310147,86.0666215929028,-273.058440704736,1489.5641114844,462.973960381876,-233.650869003399,81.0527596412384,-422.725338341423,-1886.80520787426
721.392770941599,2098.80851305117,679.362500883845,1619.50186171759,1979.84807308845,2207.32126968656,993.32442987205,2987.35739432198,2557.08946143162,2252.14793431187,-466.55575664034
3071.63187017821,NA,2449.57101377764,NA,NA,NA,6009.47622463568,5244.73584860267,4341.98124551005,4358.05933370055,3566.61083119083
-571.308000999794,-2462.43070471317,-923.265618533469,-1615.62249603596,-831.453037202659,-912.77863059964,-1580.49397302982,-1233.29354011237,-1664.06553363442,-2200.26164531216,-1543.37300753469
-104.964411064362,700.260354348235,688.387817021717,844.748860791132,1314.99456608921,31.6307227566424,576.825360875999,1166.99170306002,607.634981850964,-41.3884625257686,847.777064904236
202.485053739823,419.255576175931,NA,698.930231507855,NA,1968.59976386657,658.572498552348,1239.84084576779,1051.79081307692,780.082072531776,NA
NA,448.184275971416,NA,-1136.17550907649,-1798.22795317669,-585.157092541376,-805.629860060509,-739.982337587375,-2194.43227302664,-125.285408489097,-1679.51322813315
-1646.94864561259,-1486.95348637556,-936.762891352144,-893.294452756488,-1344.68118553463,268.685527711314,-1117.0349361259,401.766492781218,-519.040542271455,-695.324714795254,-1900.69911815961
14.3772461806848,9.32279285940433,1383.70699164842,-122.741125892197,-2149.47829838682,-967.397831603851,-627.973842362739,-672.865939113596,-1876.42969451942,-2222.88000370179,1692.95715951559
-1561.94574979279,-1552.54224911396,-1114.59011092257,-1468.64433252728,-697.57392442659,112.888748568242,-420.041505376386,-1886.74570973706,853.707897122026,-1043.71271227634,-3011.17377207654
-1329.60515810722,-1784.63741981437,25.0462589750755,415.77899397209,NA,-231.431585237968,56.5517662973764,NA,-321.356185074769,-2037.56269619235,NA
NA,NA,510.839452576371,NA,-1048.97985789755,NA,NA,654.069808588756,-593.25268975,-1609.31123790853,NA
3377.03255245776,5517.90334000623,4793.64257453205,4168.80585382824,3866.70747390156,3330.95802579496,4081.63098128758,3347.15484647872,4606.68076177954,3516.72194182235,3367.11283777516
-331.860704794741,-1348.7043731695,216.733125520526,-921.706548794994,73.7273385825996,-891.777394809919,-1593.27645608302,525.349454382407,144.657323341877,-1459.94191462955,-25.7151431866171
375.142454599909,NA,NA,1433.65330743906,158.04643416768,2132.93890314779,-162.280627755685,1795.27968218558,NA,841.596223246261,NA
220.849265098032,1402.20272598047,228.756060915532,300.320340080551,-275.17578548213,1939.44049192617,1172.9782854229,1805.16609637094,695.279266410758,1277.416345003,-145.478552941969
3004.10408937928,3948.28766457474,2831.90486300054,2813.53648048548,2052.5725934129,3006.25637090651,5169.9277285904,1125.81261108208,2664.9092871475,3477.82415749967,3582.76995529482
-705.637241135878,1785.83791216684,1416.82882596815,1446.23648851903,680.902732776585,1990.25094450349,2146.91284160358,1523.48862842553,1421.59500459881,2638.17858575738,490.703699635263
-94.2418481073514,418.185616254068,488.15815885078,477.055451182215,-796.750648122051,0.583267665864469,-38.5676884789054,299.006789477477,-1982.92120839085,-1407.99845148002,175.023360482954
-1917.91822381421,-3197.39397939228,-1723.78388261715,NA,-1496.99095603288,NA,-1633.59988886414,-1475.63853046599,-1536.19389914466,-2536.88636759212,-3714.45823660737
-269.799567560457,NA,NA,637.015809717456,-1116.09141649355,1294.72608838991,1510.06557520243,980.222105468647,-454.231929827794,1396.4603053199,1320.17772373085
-472.615199843382,-1456.53158260682,-749.419972240112,-1041.88409754798,453.295084182108,79.0055916558575,-160.101214372987,-679.939841502293,2268.51511571408,1240.92327219328,-792.03274390196
1058.82507491078,478.037424619196,23.8867333662482,1422.10805835208,57.4324183426501,1435.24107294215,1107.99527063652,NA,-333.62781027181,98.3014469647718,29.6217769147732
2389.45876153426,3272.32516924885,3627.08866952137,3748.66896770717,2161.27672638767,1721.47393935791,3678.34921830807,3049.32297155085,1376.90687557107,2025.67879478001,5076.07591526444
NA,NA,1072.72653565683,1579.55257842082,1251.9081533718,NA,605.783733127862,1790.25042968442,1869.59482460029,NA,NA
NA,NA,1630.40450987123,1247.39520839886,815.790546207226,NA,433.762949435946,2592.42637307264,1302.97953114887,1133.72860169602,1667.36042218101
